2001_25.txt-Art. 16.;Jakie są obowiązki kontrolowanego?;"1. W toku postępowania kontrolnego inspektor w szczególności może: 1) badać akta, dokumenty, ewidencje i informacje w zakresie objętym kontrolą oraz żądać od kontrolowanego lub jego przedstawiciela sporządzenia niezbędnych kopii oraz urzędowego tłumaczenia na język polski dokumentów sporządzonych w języku obcym, 2) dokonywać oględzin terenów, obiektów, pomieszczeń, środków przewozowych, produktów i innych rzeczy w zakresie objętym kontrolą, 3) badać przebieg określonych czynności, 4) legitymować osoby w celu stwierdzenia ich tożsamości, jeżeli jest to niezbędne dla potrzeb kontroli, 5) żądać od kontrolowanego lub jego przedstawiciela niezwłocznego usunięcia uchybień porządkowych i organizacyjnych, 6) żądać od kontrolowanego oraz jego przedstawiciela udzielenia w wyznaczonym terminie pisemnych i ustnych wyjaśnień w sprawach objętych zakresem kontroli, 7) przesłuchiwać osoby w charakterze strony, świadka lub biegłego, jeżeli jest to niezbędne dla wyczerpującego wyjaśnienia okoliczności sprawy, 8) zasięgać opinii biegłych, jeżeli jest to niezbędne dla potrzeb kontroli, 9) zabezpieczać dowody, produkty, pomieszczenia i środki przewozowe, 10) pobierać nieodpłatnie próbki produktów do badań, 11) sprawdzić rzetelność obsługi poprzez dokonanie zakupu produktu lub usługi, 12) zbierać inne niezbędne materiały w zakresie objętym kontrolą. 2. Kontrolowany jest obowiązany umożliwić inspektorowi dokonanie czynności kontrolnych, o których mowa w ust. 1. 3. Zgodność kopii z oryginałami akt, dokumentów, ewidencji i informacji potwierdza kontrolowany lub jego przedstawiciel. 4. Produkt nabyty w ramach zakupu, o którym mowa w ust. 1 pkt 11, podlega zwrotowi w toku kontroli, jeżeli jest w stanie nienaruszonym; należność za zwrócony produkt podlega zwrotowi. 5. Uzyskane w trakcie kontroli informacje dotyczące stosowanej przez kontrolowanego technologii lub stanowiące tajemnicę handlową są objęte tajemnicą służbową; nie dotyczy to informacji, których ujawnienie jest niezbędne ze względu na konieczność usunięcia zagrożeń związanych z produktem lub usługą. "
1996_720.txt-Art. 17. 1. Kontrolowany jest obowiązany umożliwić inspektorowi;Jakie są obowiązki kontrolowanego?;"dokonanie czynności kontrolnych, a w szczególności: 1) udostępnić obiekty, urządzenia i składniki majątkowe, których badanie wchodzi w zakres kontroli skarbowej, 2) zapewnić wgląd w dokumentację i prowadzone ewidencje objęte zakresem kontroli, 3) sporządzać kopie dokumentów określonych przez kontrolującego, 4) zapewnić warunki do pracy, w tym, w miarę możliwości, samodzielne pomieszczenie i miejsce do przechowywania dokumentów, 5) umożliwić filmowanie i fotografowanie oraz dokonywanie nagrań dźwiękowych, jeżeli film, fotografia lub nagranie może stanowić dowód lub przyczynić się do utrwalenia dowodu w sprawie będącej przedmiotem kontroli, 6) udostępnić środki łączności, a w przypadku gdy kontrolowanym jest podmiot gospodarczy - także inne konieczne środki techniczne, jakimi dysponuje w zakresie niezbędnym do wykonywania czynności kontrolnych, 7) przedstawić, na żądanie inspektora, tłumaczenie na język polski sporządzonej w języku obcym dokumentacji finansowo-księgowej, 8) przeprowadzić inwentaryzację na żądanie i w niezbędnym zakresie określonym przez inspektora. 2. Czynności określone w ust. 1 kontrolowany jest obowiązany wykonać nieodpłatnie. 3. W przypadku gdy kontrolowany nie jest w stanie zapewnić warunków pracy, o których mowa w ust. 1 pkt 4, jest obowiązany, na żądanie inspektora, wydać stosowne ewidencje i dokumenty na czas trwania postępowania kontrolnego; czynności w tym zakresie są przeprowadzane w jednostce  organizacyjnej kontroli  skarbowej. Z wydania ewidencji i dokumentów sporządza się protokół, który podpisuje również kontrolowany. 4. W sprawach objętych zakresem kontroli, kontrolowany ma obowiązek, w wyznaczonym terminie, udzielić wyjaśnień lub dostarczyć żądany dokument inspektorowi lub innym osobom dokonującym czynności kontrolnych. 5. Inspektor oraz osoby dokonujące czynności kontrolnych są uprawnione do wstępu oraz poruszania się po terenie jednostki kontrolowanej na podstawie legitymacji służbowej, bez potrzeby uzyskiwania przepustki, oraz nie podlegają rewizji osobistej przewidzianej w regulaminie wewnętrznym tej jednostki; podlegają natomiast przepisom o bezpieczeństwie i higienie pracy obowiązującym w kontrolowanej jednostce. "
2001_1371.txt-Art. 72.;Jakie są obowiązki kontrolowanego?;Kontrolowany jest obowiązany umożliwić inspektorowi dokonanie czynności kontrolnych, a w szczególności: 1) udzielić ustnych lub pisemnych wyjaśnień, okazać dokumenty lub inne nośniki informacji oraz udostępnić dane mające związek z przedmiotem kontroli, 2) udostępnić pojazd, obiekt lub lokal, w których badanie wchodzi w zakres kontroli określonych przepisami ustawy, 3) umożliwić sporządzenie kopii dokumentów wskazanych przez kontrolującego, 4) umożliwić sporządzenie dokumentacji filmowej lub fotograficznej, jeżeli może ona stanowić dowód lub przyczynić się do utrwalenia dowodu w sprawie będącej przedmiotem kontroli. 
1997_555.txt-Art. 336.;Co może zrobić prokurator gdy istnieją przesłanki o umorzenie postępowania?;§ 1. Jeżeli spełnione są przesłanki uzasadniające warunkowe umorzenie postępowania, prokurator może zamiast aktu oskarżenia sporządzić i skierować do sądu wniosek o takie umorzenie. § 2. Do wniosku stosuje się odpowiednio przepisy art. 332 § 1 pkt 1, 2, 4 i 5. Uzasadnienie wniosku można ograniczyć do wskazania dowodów świadczących o tym, że wina oskarżonego nie budzi wątpliwości, a nadto okoliczności przemawiających za warunkowym umorzeniem. § 3. Prokurator może wskazać proponowany okres próby, obowiązki, które należy nałożyć na oskarżonego i, stosownie do okoliczności, wnioski co do dozoru. § 4. Przepis art. 334 stosuje się odpowiednio. § 5. Do wniosku o warunkowe umorzenie postępowania stosuje się odpowiednio przepisy dotyczące aktu oskarżenia zawarte w rozdziale 40. DZIAŁ VIII Postępowanie przed sądem pierwszej instancji Rozdział 40 Wstępna kontrola oskarżenia“ 
1997_555.txt-Art. 324.;Co może zrobić prokurator gdy istnieją przesłanki o umorzenie postępowania?;Jeżeli zostanie ustalone, że podejrzany dopuścił się czynu w stanie niepoczytalności, a istnieją podstawy do zastosowania środków zabezpieczających, prokurator po zamknięciu śledztwa lub dochodzenia kieruje sprawę do sądu z wnioskiem o umorzenie postępowania i zastosowanie środków zabezpieczających. Przepis art. 321 stosuje się odpowiednio. 
1997_468.txt-Art. 57.;Co może zrobić prokurator gdy istnieją przesłanki o umorzenie postępowania?;1. Jeżeli osoba uzależniona, której zarzucono popełnienie przestępstwa zagrożonego karą nie przekraczającą 5 lat pozbawienia wolności, podda się leczeniu odwykowemu w odpowiednim zakładzie opieki zdrowotnej, prokurator może zawiesić postępowanie do czasu zakończenia leczenia. 2. Po podjęciu postępowania prokurator, uwzględniając wyniki leczenia, postanawia o dalszym prowadzeniu postępowania albo występuje do sądu z wnioskiem o warunkowe umorzenie postępowania. 3. Na postanowienie o dalszym prowadzeniu postępowania podejrzanemu przysługuje zażalenie. 4. W wypadku wskazanym w ust. 2 warunkowe umorzenie można zastosować do sprawcy przestępstwa zagrożonego karą nie przekraczającą 5 lat pozbawienia wolności. 
1997_593.txt-Art. 24.;Jakie są zadanie okręgowej komisji kwalifikacyjnej?;"1. Okręgowa komisja kwalifikacyjna: 1) prowadzi postępowania kwalifikacyjne w sprawach nadawania uprawnień budowlanych, zwane dalej ""postępowaniami kwalifikacyjnymi"", 2) przeprowadza egzaminy w sprawach nadawania uprawnień budowlanych i wydaje decyzje o nadaniu tych uprawnień, z zastrzeżeniem art. 33 pkt 9, 3) przeprowadza egzamin oraz potwierdza kwalifikacje osób, o których mowa w art. 5 ust. 3 pkt 3-5, z zastrzeżeniem art. 33 pkt 8, 4) przesyła decyzje o nadaniu uprawnień budowlanych do okręgowej rady izby oraz do centralnego rejestru, o którym mowa w art. 88a pkt 3 lit. a ustawy - Prawo budowlane, 5) prowadzi rejestr osób, którym nadała uprawnienia budowlane, 6) dokonuje, co najmniej raz w roku, analizy przeprowadzonych postępowań kwalifikacyjnych, 7) sporządza opinie dla okręgowego sądu dyscyplinarnego w sprawach z zakresu odpowiedzialności zawodowej członków okręgowej izby architektów oraz inżynierów budownictwa, 8) składa sprawozdania ze swojej działalności okręgowemu zjazdowi izby i Krajowej Komisji Kwalifikacyjnej. 2. Od decyzji, o których mowa w ust. 1 pkt 2, przysługuje odwołanie do Krajowej Komisji Kwalifikacyjnej w terminie 14 dni od dnia jej otrzymania. 3. Zainteresowany może zaskarżyć uchwałę, o której mowa w ust. 1 pkt 3, do Krajowej Komisji Kwalifikacyjnej w terminie 14 dni od dnia jej otrzymania. "
2004_868.txt-Art. 175b. Prezes sądu apelacyjnego i;Czyje dane osobowe przetwarzają sądy okręgowe?;prezes sądu okręgowego przetwarzają dane osobowe: 1)     sędziów i sędziów w stanie spoczynku, 2)     referendarzy sądowych, asystentów sędziów, dyrektorów sądów oraz ich zastępców, kuratorów zawodowych, urzędników oraz innych pracowników sądów, 3)     biegłych sądowych, lekarzy sądowych, mediatorów oraz ławników, 4)     kandydatów na stanowiska wymienione w pkt 1 i 2 – w zakresie niezbędnym do prawidłowego realizowania obowiązków i praw wynikających ze stosunków służbowych lub realizacji zadań z zakresu nadzoru administracyjnego nad działalnością administracyjną sądów. 
1994_195.txt-Art. 79.;jakie przepisy stosuje się w przypadku wynalazku, na który nie udzielono jeszcze patentu?;Do umowy o korzystanie z wynalazku zgłoszonego w Urzędzie Patentowym, na który nie udzielono jeszcze patentu, jak również do umowy o korzystanie z wynalazku niezgłoszonego, a stanowiącego tajemnicę przedsiębiorcy, stosuje się odpowiednio przepisy o umowie licencyjnej, chyba że strony postanowiły inaczej. 
2001_19.txt-Art. 40.;W jakim terminie producent chmielu musi przekazać kopie umów do inspektora?;1. Kopie wieloletnich umów kontraktacji producent chmielu lub grupa producentów chmielu przekazuje inspektorowi w terminie miesiąca od dnia zawarcia umowy. 2. Kopie pozostałych umów lub innych dokumentów, potwierdzających przeniesienie własności oraz wydanie chmielu, producent chmielu lub grupa producentów chmielu przekazuje inspektorowi po wydaniu chmielu nabywcy, nie później jednak niż do dnia 31 stycznia każdego roku. 
